path,arousal,valence,dominance
audio/42/ang_02_42.wav,"0,65000","0,16667","0,87069"
audio/43/ang_02_43.wav,"0,65000","0,33333","0,61207"
audio/44/ang_02_44.wav,"0,65000","0,37500","0,69828"
audio/45/ang_02_45.wav,"0,70000","0,58333","0,65517"
audio/46/ang_02_46.wav,"0,70000","0,41667","0,74138"
audio/47/ang_02_47.wav,"0,35000","0,45833","0,61207"
audio/48/ang_02_48.wav,"0,55000","0,20833","0,56897"
audio/49/ang_02_49.wav,"0,65000","0,29167","0,69828"
audio/50/ang_02_50.wav,"0,60000","0,12500","0,61207"
audio/51/ang_02_51.wav,"0,86600","0,19500","0,74138"
audio/52/ang_02_52.wav,"0,84000","0,23333","0,65517"
audio/53/ang_02_53.wav,"0,76000","0,50000","0,75862"
audio/54/ang_02_54.wav,"0,84000","0,20000","0,58621"
audio/55/ang_02_55.wav,"0,84000","0,20000","0,72414"
audio/56/ang_02_56.wav,"0,80000","0,16667","0,58621"
audio/57/ang_02_57.wav,"0,85000","0,12500","0,69828"
audio/58/ang_02_58.wav,"0,92000","0,13333","0,72414"
audio/59/ang_02_59.wav,"0,72000","0,20000","0,68966"
audio/60/ang_02_60.wav,"0,96000","0,03333","0,75862"
audio/01/ang_03_01.wav,"0,38800","0,46000","0,50345"
audio/02/ang_03_02.wav,"0,56000","0,20000","0,58621"
audio/04/ang_03_04.wav,"0,68000","0,23333","0,75862"
audio/05/ang_03_05.wav,"0,60000","0,40000","0,48276"
audio/06/ang_03_06.wav,"0,56000","0,23333","0,72414"
audio/07/ang_03_07.wav,"0,53400","0,36167","0,42586"
audio/08/ang_03_08.wav,"0,64000","0,30000","0,51724"
audio/09/ang_03_09.wav,"0,60000","0,41667","0,65517"
audio/10/ang_03_10.wav,"0,52000","0,36667","0,51724"
audio/13/ang_03_13.wav,"0,68000","0,23333","0,44828"
audio/14/ang_03_14.wav,"0,55000","0,45833","0,65517"
audio/15/ang_03_15.wav,"0,60000","0,61167","0,53966"
audio/16/ang_03_16.wav,"0,66600","0,33333","0,59828"
audio/17/ang_03_17.wav,"0,40000","0,38833","0,48276"
audio/18/ang_03_18.wav,"0,60000","0,22167","0,59828"
audio/19/ang_03_19.wav,"0,66600","0,27833","0,71207"
audio/20/ang_03_20.wav,"0,60000","0,38833","0,71207"
audio/21/ang_03_21.wav,"0,50000","0,54167","0,61207"
audio/29/ang_03_29.wav,"0,93400","0,22167","0,94310"
audio/30/ang_03_30.wav,"0,73400","0,38833","0,77069"
audio/31/ang_03_31.wav,"0,68000","0,30000","0,72414"
audio/32/ang_03_32.wav,"0,80000","0,16667","0,78448"
audio/33/ang_03_33.wav,"0,90000","0,20833","0,78448"
audio/34/ang_03_34.wav,"0,65000","0,33333","0,82759"
audio/35/ang_03_35.wav,"0,76000","0,20000","0,75862"
audio/36/ang_03_36.wav,"0,75000","0,33333","0,74138"
audio/37/ang_03_37.wav,"0,55000","0,41667","0,61207"
audio/38/ang_03_38.wav,"0,75000","0,29167","0,78448"
audio/39/ang_03_39.wav,"0,60000","0,25000","0,78448"
audio/40/ang_03_40.wav,"0,80000","0,20833","0,78448"
audio/41/ang_03_41.wav,"0,84000","0,23333","0,79310"
audio/42/ang_03_42.wav,"0,40000","0,20833","0,69828"
audio/43/ang_03_43.wav,"0,75000","0,33333","0,78448"
audio/44/ang_03_44.wav,"0,40000","0,29167","0,74138"
audio/45/ang_03_45.wav,"0,20000","0,45833","0,61207"
audio/46/ang_03_46.wav,"0,65000","0,54167","0,65517"
audio/47/ang_03_47.wav,"0,70000","0,25000","0,69828"
audio/48/ang_03_48.wav,"0,60000","0,25000","0,69828"
audio/49/ang_03_49.wav,"0,75000","0,37500","0,82759"
audio/50/ang_03_50.wav,"0,70000","0,50000","0,78448"
audio/51/ang_03_51.wav,"0,80000","0,16667","0,79828"
audio/52/ang_03_52.wav,"0,84000","0,16667","0,75862"
audio/53/ang_03_53.wav,"0,80000","0,20000","0,68966"
audio/54/ang_03_54.wav,"0,84000","0,16667","0,68966"
audio/55/ang_03_55.wav,"0,80000","0,20000","0,79310"
audio/56/ang_03_56.wav,"0,84000","0,13333","0,82759"
audio/57/ang_03_57.wav,"0,85000","0,33333","0,87069"
audio/58/ang_03_58.wav,"0,84000","0,13333","0,62069"
audio/59/ang_03_59.wav,"0,68000","0,23333","0,62069"
audio/60/ang_03_60.wav,"0,88000","0,10000","0,79310"
audio/01/ang_04_01.wav,"0,50600","0,48000","0,54310"
audio/02/ang_04_02.wav,"0,80000","0,13333","0,65517"
audio/04/ang_04_04.wav,"0,56000","0,36667","0,58621"
audio/05/ang_04_05.wav,"0,64000","0,36667","0,44828"
audio/06/ang_04_06.wav,"0,64000","0,20000","0,72414"
audio/07/ang_04_07.wav,"0,36600","0,36167","0,42586"
audio/08/ang_04_08.wav,"0,28000","0,46667","0,44828"
audio/09/ang_04_09.wav,"0,50000","0,52833","0,59828"
audio/10/ang_04_10.wav,"0,52000","0,33333","0,48276"
audio/13/ang_04_13.wav,"0,48000","0,46667","0,44828"
audio/14/ang_04_14.wav,"0,40000","0,50000","0,48276"
audio/15/ang_04_15.wav,"0,66600","0,55500","0,59828"
audio/16/ang_04_16.wav,"0,60000","0,66667","0,48276"
audio/17/ang_04_17.wav,"0,73400","0,44500","0,77069"
audio/18/ang_04_18.wav,"0,66600","0,27833","0,36724"
audio/19/ang_04_19.wav,"0,40000","0,50000","0,48276"
audio/20/ang_04_20.wav,"0,73400","0,38833","0,65517"
audio/21/ang_04_21.wav,"0,70000","0,50000","0,74138"
audio/29/ang_04_29.wav,"0,80000","0,27833","0,77069"
audio/30/ang_04_30.wav,"0,66600","0,27833","0,65517"
audio/31/ang_04_31.wav,"0,60000","0,33333","0,44828"
audio/32/ang_04_32.wav,"0,85000","0,37500","0,61207"
audio/33/ang_04_33.wav,"0,60000","0,29167","0,61207"
audio/34/ang_04_34.wav,"0,70000","0,25000","0,74138"
audio/35/ang_04_35.wav,"0,56000","0,33333","0,55172"
audio/36/ang_04_36.wav,"0,70000","0,25000","0,69828"
audio/37/ang_04_37.wav,"0,75000","0,25000","0,65517"
audio/38/ang_04_38.wav,"0,80000","0,33333","0,78448"
audio/39/ang_04_39.wav,"0,70000","0,25000","0,56897"
audio/40/ang_04_40.wav,"0,75000","0,25000","0,78448"
audio/41/ang_04_41.wav,"0,88000","0,13333","0,89655"
audio/42/ang_04_42.wav,"0,85000","0,25000","0,82759"
audio/43/ang_04_43.wav,"0,70000","0,33333","0,74138"
audio/44/ang_04_44.wav,"0,60000","0,41667","0,56897"
audio/45/ang_04_45.wav,"0,35000","0,37500","0,65517"
audio/46/ang_04_46.wav,"0,70000","0,45833","0,78448"
audio/47/ang_04_47.wav,"0,60000","0,25000","0,65517"
audio/48/ang_04_48.wav,"0,55000","0,33333","0,74138"
audio/49/ang_04_49.wav,"0,75000","0,37500","0,78448"
audio/50/ang_04_50.wav,"0,65000","0,25000","0,61207"
audio/51/ang_04_51.wav,"0,73400","0,22167","0,53966"
audio/52/ang_04_52.wav,"0,84000","0,13333","0,68966"
audio/53/ang_04_53.wav,"0,76000","0,20000","0,79310"
audio/54/ang_04_54.wav,"0,72000","0,20000","0,68966"
audio/55/ang_04_55.wav,"0,80000","0,20000","0,65517"
audio/56/ang_04_56.wav,"0,56000","0,36667","0,48276"
audio/57/ang_04_57.wav,"0,85000","0,16667","0,65517"
audio/58/ang_04_58.wav,"0,88000","0,20000","0,75862"
audio/59/ang_04_59.wav,"0,76000","0,20000","0,65517"
audio/60/ang_04_60.wav,"0,88000","0,13333","0,82759"
audio/01/ang_05_01.wav,"0,64800","0,25500","0,68621"
audio/02/ang_05_02.wav,"0,48000","0,43333","0,58621"
audio/04/ang_05_04.wav,"0,72000","0,36667","0,75862"
audio/05/ang_05_05.wav,"0,32000","0,60000","0,48276"
audio/06/ang_05_06.wav,"0,56000","0,23333","0,65517"
audio/07/ang_05_07.wav,"0,43400","0,47167","0,51207"
audio/08/ang_05_08.wav,"0,48000","0,46667","0,55172"
audio/09/ang_05_09.wav,"0,66600","0,36167","0,59828"
audio/10/ang_05_10.wav,"0,36000","0,43333","0,44828"
audio/13/ang_05_13.wav,"0,56000","0,30000","0,44828"
audio/14/ang_05_14.wav,"0,20000","0,25000","0,52586"
audio/15/ang_05_15.wav,"0,66600","0,44500","0,71207"
audio/16/ang_05_16.wav,"0,66600","0,50000","0,71207"
audio/17/ang_05_17.wav,"0,66600","0,55500","0,71207"
audio/18/ang_05_18.wav,"0,80000","0,11167","0,48276"
audio/19/ang_05_19.wav,"0,46600","0,44500","0,53966"
audio/20/ang_05_20.wav,"0,66600","0,27833","0,65517"
audio/21/ang_05_21.wav,"0,50000","0,50000","0,69828"
audio/29/ang_05_29.wav,"0,73400","0,22167","0,77069"
audio/30/ang_05_30.wav,"0,66600","0,27833","0,77069"
audio/31/ang_05_31.wav,"0,72000","0,56667","0,68966"
audio/32/ang_05_32.wav,"0,75000","0,20833","0,65517"
audio/33/ang_05_33.wav,"0,75000","0,25000","0,65517"
audio/34/ang_05_34.wav,"0,75000","0,33333","0,69828"
audio/35/ang_05_35.wav,"0,72000","0,23333","0,72414"
audio/36/ang_05_36.wav,"0,70000","0,16667","0,78448"
audio/37/ang_05_37.wav,"0,60000","0,25000","0,65517"
audio/38/ang_05_38.wav,"0,80000","0,25000","0,78448"
audio/39/ang_05_39.wav,"0,60000","0,16667","0,78448"
audio/40/ang_05_40.wav,"0,75000","0,25000","0,82759"
audio/41/ang_05_41.wav,"0,84000","0,16667","0,72414"
audio/42/ang_05_42.wav,"0,45000","0,25000","0,69828"
audio/43/ang_05_43.wav,"0,80000","0,25000","0,87069"
audio/44/ang_05_44.wav,"0,40000","0,33333","0,74138"
audio/45/ang_05_45.wav,"0,50000","0,37500","0,74138"
audio/46/ang_05_46.wav,"0,60000","0,37500","0,74138"
audio/47/ang_05_47.wav,"0,50000","0,41667","0,56897"
audio/48/ang_05_48.wav,"0,65000","0,41667","0,74138"
audio/49/ang_05_49.wav,"0,75000","0,33333","0,78448"
audio/50/ang_05_50.wav,"0,90000","0,45833","0,91379"
audio/51/ang_05_51.wav,"0,83400","0,13833","0,79828"
audio/52/ang_05_52.wav,"0,84000","0,20000","0,75862"
audio/53/ang_05_53.wav,"0,72000","0,26667","0,65517"
audio/54/ang_05_54.wav,"0,84000","0,23333","0,75862"
audio/55/ang_05_55.wav,"0,88000","0,13333","0,65517"
audio/56/ang_05_56.wav,"0,84000","0,10000","0,75862"
audio/57/ang_05_57.wav,"0,80000","0,20833","0,69828"
audio/58/ang_05_58.wav,"0,88000","0,10000","0,86207"
audio/59/ang_05_59.wav,"0,76000","0,20000","0,58621"
audio/60/ang_05_60.wav,"0,84000","0,10000","0,72414"
audio/01/ang_06_01.wav,"0,48000","0,63333","0,72414"
audio/02/ang_06_02.wav,"0,76000","0,86667","0,82759"
audio/04/ang_06_04.wav,"0,60000","0,43333","0,68966"
audio/05/ang_06_05.wav,"0,56000","0,40000","0,62069"
audio/06/ang_06_06.wav,"0,70000","0,52833","0,71207"
audio/07/ang_06_07.wav,"0,64000","0,80000","0,65517"
audio/08/ang_06_08.wav,"0,44000","0,56667","0,55172"
audio/09/ang_06_09.wav,"0,76000","0,73333","0,79310"
audio/10/ang_06_10.wav,"0,60000","0,50000","0,65517"
audio/13/ang_06_13.wav,"0,52000","0,56667","0,62069"
audio/14/ang_06_14.wav,"0,60000","0,54167","0,61207"
audio/15/ang_06_15.wav,"0,80000","0,41667","0,78448"
audio/16/ang_06_16.wav,"0,75000","0,50000","0,74138"
audio/17/ang_06_17.wav,"0,48000","0,50000","0,58621"
audio/18/ang_06_18.wav,"0,70000","0,54167","0,69828"
audio/19/ang_06_19.wav,"0,53400","0,44500","0,59828"
audio/20/ang_06_20.wav,"0,80000","0,25000","0,65517"
audio/21/ang_06_21.wav,"0,70000","0,25000","0,65517"
audio/29/ang_06_29.wav,"0,80000","0,50000","0,82759"
audio/30/ang_06_30.wav,"1,00000","0,16667","0,91379"
audio/31/ang_06_31.wav,"0,60000","0,54167","0,61207"
audio/32/ang_06_32.wav,"0,80000","0,27833","0,71207"
audio/33/ang_06_33.wav,"0,66600","0,38833","0,71207"
audio/34/ang_06_34.wav,"0,80000","0,38833","0,82759"
audio/35/ang_06_35.wav,"0,73400","0,22167","0,77069"
audio/36/ang_06_36.wav,"0,80000","0,38833","0,88448"
audio/37/ang_06_37.wav,"0,86600","0,38833","0,82759"
audio/38/ang_06_38.wav,"0,66600","0,44500","0,77069"
audio/39/ang_06_39.wav,"0,86600","0,16667","0,82759"
audio/40/ang_06_40.wav,"0,73400","0,27833","0,77069"
audio/41/ang_06_41.wav,"0,84000","0,10000","0,89655"
audio/42/ang_06_42.wav,"0,68000","0,26667","0,75862"
audio/43/ang_06_43.wav,"0,64000","0,26667","0,68966"
audio/44/ang_06_44.wav,"0,52000","0,36667","0,58621"
audio/45/ang_06_45.wav,"0,64000","0,56667","0,75862"
audio/46/ang_06_46.wav,"0,76000","0,26667","0,75862"
audio/47/ang_06_47.wav,"0,72000","0,20000","0,72414"
audio/48/ang_06_48.wav,"0,88000","0,13333","0,89655"
audio/49/ang_06_49.wav,"0,68000","0,03333","0,82759"
audio/50/ang_06_50.wav,"0,88000","0,10000","0,96552"
audio/51/ang_06_51.wav,"0,72000","0,36667","0,72414"
audio/52/ang_06_52.wav,"0,56000","0,40000","0,72414"
audio/53/ang_06_53.wav,"0,72000","0,33333","0,79310"
audio/54/ang_06_54.wav,"0,68000","0,23333","0,79310"
audio/55/ang_06_55.wav,"0,76000","0,23333","0,82759"
audio/56/ang_06_56.wav,"0,80000","0,36667","0,82759"
audio/57/ang_06_57.wav,"0,84000","0,43333","0,89655"
audio/58/ang_06_58.wav,"0,80000","0,30000","0,82759"
audio/59/ang_06_59.wav,"0,80000","0,25000","0,87069"
audio/60/ang_06_60.wav,"0,80000","0,20833","0,78448"
audio/01/ang_07_01.wav,"0,60000","0,43333","0,79310"
audio/02/ang_07_02.wav,"0,76000","0,16667","0,75862"
audio/04/ang_07_04.wav,"0,68000","0,23333","0,75862"
audio/05/ang_07_05.wav,"0,88000","0,10000","0,89655"
audio/06/ang_07_06.wav,"0,66600","0,27833","0,74138"
audio/07/ang_07_07.wav,"0,60000","0,30000","0,72414"
audio/08/ang_07_08.wav,"0,40000","0,30000","0,48276"
audio/09/ang_07_09.wav,"0,76000","0,16667","0,82759"
audio/10/ang_07_10.wav,"0,76000","0,16667","0,79310"
audio/13/ang_07_13.wav,"0,72000","0,20000","0,75862"
audio/14/ang_07_14.wav,"0,60000","0,37500","0,69828"
audio/15/ang_07_15.wav,"1,00000","0,29167","1,00000"
audio/16/ang_07_16.wav,"0,80000","0,29167","0,78448"
audio/17/ang_07_17.wav,"0,84000","0,30000","0,89655"
audio/18/ang_07_18.wav,"0,75000","0,33333","0,78448"
audio/19/ang_07_19.wav,"0,53400","0,22167","0,59828"
audio/20/ang_07_20.wav,"0,70000","0,16667","0,74138"
audio/21/ang_07_21.wav,"0,70000","0,08333","0,48276"
audio/29/ang_07_29.wav,"0,80000","0,08333","0,56897"
audio/30/ang_07_30.wav,"0,90000","0,08333","0,91379"
audio/31/ang_07_31.wav,"0,75000","0,08333","0,78448"
audio/32/ang_07_32.wav,"0,93400","0,11167","0,82759"
audio/33/ang_07_33.wav,"0,86600","0,11167","0,53966"
audio/34/ang_07_34.wav,"0,80000","0,11167","0,77069"
audio/35/ang_07_35.wav,"0,86600","0,16667","0,82759"
audio/36/ang_07_36.wav,"0,73400","0,16667","0,53966"
audio/37/ang_07_37.wav,"0,73400","0,11167","0,77069"
audio/38/ang_07_38.wav,"0,80000","0,11167","0,82759"
audio/39/ang_07_39.wav,"0,80000","0,16667","0,77069"
audio/40/ang_07_40.wav,"0,86600","0,11167","0,88448"
audio/41/ang_07_41.wav,"0,96000","0,06667","0,86207"
audio/42/ang_07_42.wav,"0,84000","0,13333","0,89655"
audio/43/ang_07_43.wav,"0,76000","0,16667","0,89655"
audio/44/ang_07_44.wav,"0,52000","0,23333","0,68966"
audio/45/ang_07_45.wav,"0,76000","0,30000","0,72414"
audio/46/ang_07_46.wav,"0,80000","0,20000","0,86207"
audio/47/ang_07_47.wav,"0,84000","0,26667","0,89655"
audio/48/ang_07_48.wav,"0,88000","0,26667","0,89655"
audio/49/ang_07_49.wav,"0,72000","0,13333","0,79310"
audio/50/ang_07_50.wav,"0,96000","0,16667","0,96552"
audio/51/ang_07_51.wav,"0,72000","0,20000","0,65517"
audio/52/ang_07_52.wav,"0,80000","0,13333","0,89655"
audio/53/ang_07_53.wav,"0,76000","0,13333","0,82759"
audio/54/ang_07_54.wav,"0,72000","0,20000","0,75862"
audio/55/ang_07_55.wav,"0,88000","0,10000","0,93103"
audio/56/ang_07_56.wav,"0,80000","0,13333","0,86207"
audio/57/ang_07_57.wav,"0,80000","0,13333","0,86207"
audio/58/ang_07_58.wav,"0,84000","0,10000","0,89655"
audio/59/ang_07_59.wav,"0,90000","0,12500","0,91379"
audio/60/ang_07_60.wav,"0,90000","0,08333","0,91379"
audio/01/ang_08_01.wav,"0,50600","0,56833","0,53276"
audio/02/ang_08_02.wav,"0,60000","0,56667","0,65517"
audio/04/ang_08_04.wav,"0,72000","0,16667","0,68966"
audio/05/ang_08_05.wav,"0,52000","0,53333","0,48276"
audio/06/ang_08_06.wav,"0,80000","0,36667","0,68966"
audio/07/ang_08_07.wav,"0,53400","0,44500","0,48276"
audio/08/ang_08_08.wav,"0,44000","0,63333","0,55172"
audio/09/ang_08_09.wav,"0,73400","0,33333","0,74138"
audio/10/ang_08_10.wav,"0,68000","0,30000","0,68966"
audio/13/ang_08_13.wav,"0,68000","0,33333","0,62069"
audio/14/ang_08_14.wav,"0,55000","0,62500","0,52586"
audio/15/ang_08_15.wav,"1,00000","0,44500","0,82759"
audio/16/ang_08_16.wav,"0,66600","0,44500","0,71207"
audio/17/ang_08_17.wav,"0,80000","0,44500","0,88448"
audio/18/ang_08_18.wav,"0,53400","0,50000","0,59828"
audio/19/ang_08_19.wav,"0,60000","0,72167","0,59828"
audio/20/ang_08_20.wav,"0,60000","0,50000","0,65517"
audio/21/ang_08_21.wav,"0,75000","0,45833","0,82759"
audio/29/ang_08_29.wav,"0,80000","0,38833","0,77069"
audio/30/ang_08_30.wav,"0,73400","0,44500","0,82759"
audio/31/ang_08_31.wav,"0,60000","0,40000","0,48276"
audio/32/ang_08_32.wav,"0,65000","0,54167","0,61207"
audio/33/ang_08_33.wav,"0,85000","0,29167","0,69828"
audio/34/ang_08_34.wav,"0,80000","0,29167","0,61207"
audio/35/ang_08_35.wav,"0,68000","0,50000","0,55172"
audio/36/ang_08_36.wav,"0,80000","0,25000","0,74138"
audio/37/ang_08_37.wav,"0,70000","0,29167","0,69828"
audio/38/ang_08_38.wav,"0,65000","0,29167","0,65517"
audio/39/ang_08_39.wav,"0,80000","0,33333","0,65517"
audio/40/ang_08_40.wav,"0,65000","0,41667","0,69828"
audio/41/ang_08_41.wav,"0,52000","0,33333","0,51724"
audio/42/ang_08_42.wav,"0,60000","0,37500","0,74138"
audio/43/ang_08_43.wav,"0,60000","0,25000","0,74138"
audio/44/ang_08_44.wav,"0,70000","0,50000","0,78448"
audio/45/ang_08_45.wav,"0,45000","0,37500","0,74138"
audio/46/ang_08_46.wav,"0,65000","0,54167","0,61207"
audio/47/ang_08_47.wav,"0,70000","0,45833","0,78448"
audio/48/ang_08_48.wav,"0,65000","0,33333","0,74138"
audio/49/ang_08_49.wav,"0,60000","0,16667","0,65517"
audio/50/ang_08_50.wav,"0,55000","0,25000","0,65517"
audio/51/ang_08_51.wav,"0,80000","0,16667","0,74138"
audio/52/ang_08_52.wav,"0,80000","0,20000","0,62069"
audio/53/ang_08_53.wav,"0,72000","0,30000","0,55172"
audio/54/ang_08_54.wav,"0,80000","0,23333","0,75862"
audio/55/ang_08_55.wav,"0,80000","0,26667","0,79310"
audio/56/ang_08_56.wav,"0,76000","0,26667","0,62069"
audio/57/ang_08_57.wav,"0,85000","0,20833","0,87069"
audio/58/ang_08_58.wav,"0,92000","0,16667","0,75862"
audio/59/ang_08_59.wav,"0,76000","0,33333","0,72414"
audio/60/ang_08_60.wav,"0,84000","0,13333","0,86207"
audio/01/ang_09_01.wav,"0,84000","0,10000","0,89655"
audio/02/ang_09_02.wav,"0,96000","0,00000","0,93103"
audio/04/ang_09_04.wav,"0,76000","0,16667","0,82759"
audio/05/ang_09_05.wav,"0,76000","0,20000","0,82759"
audio/06/ang_09_06.wav,"0,63400","0,30500","0,74138"
audio/07/ang_09_07.wav,"0,76000","0,20000","0,79310"
audio/08/ang_09_08.wav,"0,64000","0,23333","0,68966"
audio/09/ang_09_09.wav,"0,64000","0,30000","0,68966"
audio/10/ang_09_10.wav,"0,72000","0,26667","0,72414"
audio/13/ang_09_13.wav,"0,68000","0,16667","0,72414"
audio/14/ang_09_14.wav,"0,70000","0,33333","0,65517"
audio/15/ang_09_15.wav,"0,95000","0,20833","0,91379"
audio/16/ang_09_16.wav,"0,85000","0,33333","0,87069"
audio/17/ang_09_17.wav,"0,72000","0,23333","0,79310"
audio/18/ang_09_18.wav,"0,85000","0,33333","0,82759"
audio/19/ang_09_19.wav,"0,53400","0,22167","0,48276"
audio/20/ang_09_20.wav,"0,80000","0,08333","0,82759"
audio/21/ang_09_21.wav,"0,80000","0,16667","0,65517"
audio/29/ang_09_29.wav,"0,70000","0,16667","0,56897"
audio/30/ang_09_30.wav,"0,90000","0,16667","0,82759"
audio/31/ang_09_31.wav,"0,90000","0,12500","0,78448"
audio/32/ang_09_32.wav,"0,86600","0,22167","0,71207"
audio/33/ang_09_33.wav,"0,66600","0,11167","0,59828"
audio/34/ang_09_34.wav,"0,86600","0,33333","0,82759"
audio/35/ang_09_35.wav,"0,66600","0,22167","0,65517"
audio/36/ang_09_36.wav,"0,80000","0,16667","0,65517"
audio/37/ang_09_37.wav,"0,80000","0,11167","0,71207"
audio/38/ang_09_38.wav,"0,80000","0,16667","0,82759"
audio/39/ang_09_39.wav,"0,80000","0,16667","0,82759"
audio/40/ang_09_40.wav,"0,73400","0,22167","0,77069"
audio/41/ang_09_41.wav,"0,92000","0,10000","0,96552"
audio/42/ang_09_42.wav,"0,72000","0,16667","0,82759"
audio/43/ang_09_43.wav,"0,72000","0,13333","0,82759"
audio/44/ang_09_44.wav,"0,68000","0,16667","0,75862"
audio/45/ang_09_45.wav,"0,68000","0,30000","0,75862"
audio/46/ang_09_46.wav,"0,80000","0,13333","0,82759"
